Category,Temperature_C,Moisture_percent,Storage_Days,pH,Fat_Percent,Titratable_Acidity,Color_Score,TVBN_Level,Ripeness_Index,Sugar_Content_Percent,Mold_Risk_Index,Temp_Deviation_Neg18,Oil_Rancidity_Index,Hygiene_Score,Risk_Score,Safety_Label
Packaged_Snack,33.5,10.0,198,,,,,,,,,,5.7,,85.9,1
Packaged_Snack,32.5,13.4,206,,,,,,,,,,8.8,,68.0,1
Street_Food,7.0,76.3,1,,,,,,,,,,,8.4,19.2,0
Street_Food,7.2,56.0,0,,,,,,,,,,,8.1,20.1,0
Street_Food,5.2,53.7,0,,,,,,,,,,,9.0,29.7,0
Street_Food,8.6,52.4,1,,,,,,,,,,,8.3,21.1,0
Street_Food,5.4,54.8,0,,,,,,,,,,,9.2,28.7,0
Street_Food,4.6,72.3,0,,,,,,,,,,,8.7,14.1,0
Street_Food,8.0,72.8,0,,,,,,,,,,,9.3,20.1,0
Street_Food,6.3,76.7,0,,,,,,,,,,,8.8,34.4,0
Street_Food,7.1,60.7,0,,,,,,,,,,,8.4,15.8,0
Street_Food,4.1,66.7,0,,,,,,,,,,,9.8,21.1,0
Street_Food,8.5,69.2,0,,,,,,,,,,,8.3,17.3,0
Street_Food,5.4,60.6,1,,,,,,,,,,,10.0,17.5,0
Street_Food,4.9,55.8,1,,,,,,,,,,,8.6,15.1,0
Street_Food,7.4,77.3,0,,,,,,,,,,,9.4,12.7,0
Street_Food,5.9,67.9,0,,,,,,,,,,,9.0,13.6,0
Street_Food,8.1,59.2,0,,,,,,,,,,,8.7,24.1,0
Street_Food,8.3,71.6,0,,,,,,,,,,,8.4,15.3,0
Street_Food,6.0,52.0,1,,,,,,,,,,,9.2,15.2,0
Street_Food,4.2,74.6,1,,,,,,,,,,,8.6,20.5,0
Street_Food,6.7,73.5,0,,,,,,,,,,,9.9,19.3,0
Street_Food,8.3,62.2,0,,,,,,,,,,,8.2,19.0,0
Street_Food,5.5,60.2,0,,,,,,,,,,,8.1,21.1,0
Street_Food,8.7,64.7,0,,,,,,,,,,,8.5,15.0,0
Street_Food,8.2,67.8,0,,,,,,,,,,,9.5,14.2,0
Street_Food,4.7,70.8,0,,,,,,,,,,,8.5,22.8,0
Street_Food,4.9,67.0,1,,,,,,,,,,,8.3,36.6,0
Street_Food,8.7,72.6,0,,,,,,,,,,,9.0,36.6,0
Street_Food,8.0,72.9,0,,,,,,,,,,,8.9,17.3,0
Street_Food,5.4,75.0,1,,,,,,,,,,,8.5,27.6,0
Street_Food,6.3,77.2,1,,,,,,,,,,,9.9,24.6,0
Street_Food,5.0,66.1,1,,,,,,,,,,,9.6,20.3,0
Street_Food,8.1,54.7,1,,,,,,,,,,,8.6,30.2,0
Street_Food,6.1,50.9,1,,,,,,,,,,,8.8,13.2,0
Street_Food,5.1,69.9,0,,,,,,,,,,,8.5,18.4,0
Street_Food,8.9,55.7,0,,,,,,,,,,,9.3,35.8,0
Street_Food,5.6,53.1,1,,,,,,,,,,,9.9,22.6,0
Street_Food,7.2,69.9,1,,,,,,,,,,,8.2,16.9,0
Street_Food,4.8,73.0,0,,,,,,,,,,,8.2,31.8,0
Street_Food,8.0,76.2,1,,,,,,,,,,,8.7,13.6,0
Street_Food,4.8,69.9,1,,,,,,,,,,,8.2,17.6,0
Street_Food,8.2,56.6,0,,,,,,,,,,,9.3,33.6,0
Street_Food,6.3,74.0,1,,,,,,,,,,,9.1,18.1,0
Street_Food,8.0,65.9,0,,,,,,,,,,,8.7,26.2,0
Street_Food,6.7,54.1,0,,,,,,,,,,,9.5,24.4,0
Street_Food,5.5,78.9,1,,,,,,,,,,,9.1,37.0,0
Street_Food,6.2,69.1,1,,,,,,,,,,,8.9,30.6,0
Street_Food,4.3,57.1,1,,,,,,,,,,,8.4,30.7,0
Street_Food,6.4,73.0,1,,,,,,,,,,,9.1,36.4,0
Street_Food,41.6,71.9,3,,,,,,,,,,,3.0,78.4,1
Street_Food,41.0,71.8,5,,,,,,,,,,,1.3,83.7,1
Street_Food,37.6,50.4,4,,,,,,,,,,,2.1,99.2,1
Street_Food,43.5,62.9,5,,,,,,,,,,,2.3,93.6,1
Street_Food,35.5,67.8,2,,,,,,,,,,,4.0,78.1,1
Street_Food,42.6,61.5,6,,,,,,,,,,,1.8,78.6,1
Street_Food,38.2,70.1,5,,,,,,,,,,,2.2,80.8,1
Street_Food,36.1,57.8,4,,,,,,,,,,,3.9,84.3,1
Street_Food,43.7,59.6,3,,,,,,,,,,,1.6,90.3,1
Street_Food,39.5,66.4,4,,,,,,,,,,,1.7,86.3,1
Street_Food,43.4,78.5,3,,,,,,,,,,,2.1,76.9,1
Street_Food,40.1,52.5,5,,,,,,,,,,,3.9,85.8,1
Street_Food,40.7,57.6,5,,,,,,,,,,,3.2,77.7,1
Street_Food,35.5,63.5,6,,,,,,,,,,,3.7,95.3,1
Street_Food,37.6,60.9,5,,,,,,,,,,,3.8,91.8,1
Street_Food,44.4,79.5,3,,,,,,,,,,,4.1,98.8,1
Street_Food,35.5,59.2,4,,,,,,,,,,,1.7,86.9,1
Street_Food,41.5,62.5,5,,,,,,,,,,,1.9,98.8,1
Street_Food,37.6,78.5,5,,,,,,,,,,,1.4,91.0,1
Street_Food,44.2,75.2,4,,,,,,,,,,,4.6,94.9,1
Street_Food,40.9,73.2,3,,,,,,,,,,,1.5,83.9,1
Street_Food,44.9,65.8,2,,,,,,,,,,,1.4,96.2,1
Street_Food,35.8,69.2,4,,,,,,,,,,,2.0,91.5,1
Street_Food,38.6,57.7,3,,,,,,,,,,,3.4,85.9,1
Street_Food,41.6,77.5,4,,,,,,,,,,,3.8,91.4,1
Street_Food,41.7,52.4,4,,,,,,,,,,,1.5,80.6,1
Street_Food,43.3,77.5,6,,,,,,,,,,,4.4,87.8,1
Street_Food,36.0,61.1,3,,,,,,,,,,,1.8,88.7,1
Street_Food,44.2,55.8,6,,,,,,,,,,,3.2,97.8,1
Street_Food,39.9,52.0,5,,,,,,,,,,,2.1,79.1,1
Street_Food,36.3,62.4,5,,,,,,,,,,,1.3,88.6,1
Street_Food,39.3,67.4,3,,,,,,,,,,,4.5,75.9,1
